,customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
2502,2503,40,Female,Japan,65560,68,42,37.06,15,23,0.6,0,The website is easy to use.,2025-07-16
4360,4361,60,Male,India,77426,57,23,43.66,6,18,0.8,0,"Great experience, will shop again!",2025-06-16
4171,4172,18,Male,India,42880,20,3,34.45,0,13,0.06,0,The website is easy to use.,2025-05-25
8082,8083,38,Female,UK,111848,45,41,41.44,15,2,0.02,0,Good quality and value for money.,2025-06-02
9760,9761,34,Female,Australia,123357,19,31,54.56,12,25,0.41,0,Very satisfied with my purchase.,2025-06-11
395,396,21,Female,India,60294,18,5,39.95,0,7,0.13,0,Very satisfied with my purchase.,2025-09-05
7186,7187,63,Male,USA,115998,16,25,54.22,9,24,0.12,0,The website is easy to use.,2025-09-04
9822,9823,44,Female,India,40850,75,23,45.1,7,18,0.41,0,Love the products and fast shipping.,2025-06-23
4492,4493,18,Female,USA,138964,87,16,67.05,0,29,0.29,0,Very satisfied with my purchase.,2025-05-06
1365,1366,53,Male,USA,162873,25,40,54.38,15,23,0.62,1,I will not be shopping here again.,2023-12-23
9526,9527,43,Female,Australia,77079,68,23,56.69,5,12,0.46,0,Excellent customer service.,2025-05-10
8787,8788,40,Female,Japan,76701,25,34,38.86,13,15,0.7,0,Love the products and fast shipping.,2025-08-16
5917,5918,46,Female,USA,100688,56,19,46.11,3,10,0.43,0,Very satisfied with my purchase.,2025-08-16
4968,4969,29,Female,Japan,91149,90,29,61.27,7,23,0.49,0,Very satisfied with my purchase.,2025-08-28
2914,2915,64,Female,UK,150672,14,24,50.18,8,11,0.65,0,Excellent customer service.,2025-05-27
5644,5645,58,Male,India,81404,99,41,50.48,14,8,0.67,0,Love the products and fast shipping.,2025-06-23
3766,3767,41,Male,USA,72782,75,18,53.03,3,10,0.63,0,Very satisfied with my purchase.,2025-08-29
3440,3441,48,Male,South Africa,65535,23,9,42.29,1,24,0.36,0,Excellent customer service.,2025-09-14
7357,7358,69,Male,India,87787,90,44,48.5,14,17,0.43,0,Excellent customer service.,2025-07-21
6806,6807,70,Male,South Africa,65754,66,17,37.89,3,1,0.33,1,The product did not match the description.,2024-10-06
2143,2144,62,Female,USA,145656,70,25,70.2,6,14,0.65,0,"Great experience, will shop again!",2025-07-29
5104,5105,29,Female,India,70153,56,21,54.28,5,9,0.08,0,The website is easy to use.,2025-06-20
5073,5074,50,Male,Brazil,92740,3,8,30.85,2,26,0.26,0,Love the products and fast shipping.,2025-10-11
1571,1572,29,Male,Brazil,34481,98,12,51.18,0,11,0.78,1,Customer service was unhelpful.,2025-04-22
4079,4080,68,Female,Brazil,62379,32,36,36.9,14,15,0.24,0,Excellent customer service.,2025-09-29
1122,1123,30,Male,South Africa,47350,67,11,34.24,0,2,0.75,1,Difficult to navigate the website.,2024-12-18
2786,2787,68,Female,USA,138706,31,37,61.67,13,23,0.73,0,The website is easy to use.,2025-09-23
2967,2968,18,Male,Japan,133346,95,17,62.33,0,13,0.7,0,Love the products and fast shipping.,2025-08-11
2504,2505,58,Male,South Africa,44850,89,20,46.41,4,19,0.83,0,Love the products and fast shipping.,2025-05-06
5988,5989,69,Female,South Africa,67134,92,21,51.0,4,25,0.72,0,Very satisfied with my purchase.,2025-05-05
8867,8868,39,Female,India,56646,97,26,51.74,7,5,0.63,0,"Great experience, will shop again!",2025-09-14
7164,7165,49,Male,India,31080,65,15,38.64,3,16,0.81,1,The product did not match the description.,2024-11-16
728,729,63,Female,Australia,152313,50,15,62.07,0,22,0.41,0,"Great experience, will shop again!",2025-05-27
7587,7588,66,Male,Germany,121029,1,7,40.07,0,27,0.37,1,The product did not match the description.,2024-11-01
7543,7544,57,Female,Germany,109946,28,14,55.0,2,27,0.42,0,Very satisfied with my purchase.,2025-08-15
412,413,68,Male,South Africa,37128,57,31,45.07,12,1,0.95,0,"Great experience, will shop again!",2025-07-07
5745,5746,43,Female,Brazil,64390,13,20,31.5,7,15,0.71,0,Very satisfied with my purchase.,2025-10-07
7668,7669,37,Male,Australia,123795,93,42,56.91,13,17,0.55,0,Excellent customer service.,2025-09-23
825,826,23,Male,UK,92531,61,11,50.75,0,17,0.21,0,Love the products and fast shipping.,2025-10-13
3267,3268,41,Female,France,70303,96,41,62.95,14,30,0.72,0,Good quality and value for money.,2025-10-01
3974,3975,53,Female,Germany,128254,36,19,48.94,5,16,0.84,0,"Great experience, will shop again!",2025-09-10
8808,8809,63,Female,Brazil,30798,27,27,35.0,12,16,0.78,0,"Great experience, will shop again!",2025-08-23
8306,8307,27,Female,Germany,64465,95,13,50.99,1,18,0.43,0,Excellent customer service.,2025-08-30
417,418,63,Male,USA,132668,37,38,45.41,14,11,0.46,0,Very satisfied with my purchase.,2025-10-25
6748,6749,49,Male,Canada,48238,49,39,29.93,15,29,0.76,0,Excellent customer service.,2025-06-12
8967,8968,63,Male,USA,106912,34,23,50.52,7,14,0.67,0,The website is easy to use.,2025-07-21
2082,2083,50,Female,Brazil,81657,13,32,30.66,13,15,0.25,0,Love the products and fast shipping.,2025-08-28
8945,8946,70,Male,USA,161686,46,39,53.36,13,11,0.94,0,Excellent customer service.,2025-05-10
3373,3374,55,Male,USA,52209,81,37,54.84,13,25,0.58,0,Good quality and value for money.,2025-07-25
5726,5727,44,Female,Australia,132271,4,10,53.3,2,8,0.24,1,Shipping was too slow.,2025-01-15
4107,4108,57,Female,UK,97724,16,10,45.4,2,7,0.36,0,Very satisfied with my purchase.,2025-06-21
4380,4381,44,Male,India,33444,98,37,44.54,12,21,0.0,0,"Great experience, will shop again!",2025-08-19
7723,7724,21,Male,France,35285,2,1,28.1,0,25,0.65,0,The website is easy to use.,2025-08-08
1066,1067,52,Female,Brazil,57506,91,27,49.31,7,15,0.08,0,The website is easy to use.,2025-08-11
3913,3914,34,Male,UK,74844,54,17,45.79,4,19,0.28,0,"Great experience, will shop again!",2025-09-04
5536,5537,31,Male,India,70784,38,12,51.63,2,1,0.65,0,Very satisfied with my purchase.,2025-06-21
8002,8003,52,Male,USA,121552,42,27,60.93,8,2,0.3,0,"Great experience, will shop again!",2025-05-06
5387,5388,26,Female,India,26016,5,6,28.64,2,15,0.32,0,"Great experience, will shop again!",2025-07-25
5732,5733,53,Male,France,33630,99,34,52.54,11,14,0.72,0,Excellent customer service.,2025-06-03
2738,2739,46,Female,Japan,165364,48,21,64.26,4,14,0.02,0,Love the products and fast shipping.,2025-07-28
5052,5053,48,Female,Germany,123326,95,40,55.74,12,13,0.37,0,Good quality and value for money.,2025-10-22
4000,4001,65,Female,Canada,144056,49,14,65.49,1,25,0.97,0,Love the products and fast shipping.,2025-07-06
2427,2428,53,Female,Brazil,93020,80,41,47.73,13,7,0.61,0,Good quality and value for money.,2025-08-26
6833,6834,29,Male,UK,114994,69,31,65.22,10,26,0.99,0,Excellent customer service.,2025-10-12
1687,1688,55,Male,USA,176516,61,21,59.6,3,1,0.97,1,"Poor quality, item broke after a week.",2024-07-31
851,852,34,Male,Germany,64014,29,15,33.29,5,8,0.2,0,"Great experience, will shop again!",2025-08-10
6303,6304,70,Female,Australia,135626,77,14,65.74,0,1,0.45,0,The website is easy to use.,2025-05-11
9087,9088,27,Male,USA,80435,30,15,32.55,4,17,0.76,0,Excellent customer service.,2025-07-25
5878,5879,40,Male,USA,81624,46,9,52.55,0,18,0.67,0,Very satisfied with my purchase.,2025-06-24
8527,8528,51,Female,UK,136032,81,26,72.5,5,15,0.54,0,Good quality and value for money.,2025-07-14
2839,2840,21,Male,Canada,99810,20,14,51.28,3,13,0.36,0,Very satisfied with my purchase.,2025-09-27
4611,4612,63,Female,South Africa,59877,53,18,33.1,5,15,0.43,0,Good quality and value for money.,2025-05-22
9540,9541,38,Female,Australia,77070,84,22,47.59,4,8,0.92,0,Love the products and fast shipping.,2025-05-06
9207,9208,28,Female,Brazil,64943,58,24,48.18,7,30,0.98,0,"Great experience, will shop again!",2025-07-10
2489,2490,53,Male,Canada,63391,38,9,38.25,1,16,0.63,0,The website is easy to use.,2025-08-07
6905,6906,18,Male,USA,50269,16,4,31.66,0,3,0.72,1,I will not be shopping here again.,2024-04-30
7390,7391,29,Female,UK,68038,55,31,49.49,11,30,0.02,0,Good quality and value for money.,2025-08-09
2849,2850,31,Female,Brazil,69995,65,9,50.86,0,22,0.17,0,The website is easy to use.,2025-07-26
6665,6666,41,Male,USA,53938,65,24,52.44,8,22,0.02,0,Love the products and fast shipping.,2025-07-19
5881,5882,70,Female,South Africa,50764,3,26,31.96,11,24,0.56,0,The website is easy to use.,2025-07-25
4452,4453,67,Female,USA,98120,28,38,35.55,15,19,0.45,0,Love the products and fast shipping.,2025-05-19
7421,7422,50,Male,Germany,49513,15,29,41.73,13,26,0.76,0,Love the products and fast shipping.,2025-09-27
6484,6485,25,Female,Germany,102107,50,23,43.79,7,28,0.63,0,Good quality and value for money.,2025-05-19
2479,2480,18,Female,Brazil,79287,17,5,31.77,0,22,0.11,0,"Great experience, will shop again!",2025-10-23
6617,6618,51,Female,UK,78369,46,36,35.31,13,21,0.34,0,Good quality and value for money.,2025-10-10
2141,2142,31,Female,USA,117417,70,32,65.51,10,24,0.58,0,Excellent customer service.,2025-08-23
5188,5189,33,Male,USA,54028,51,14,33.24,3,15,0.5,0,The website is easy to use.,2025-06-19
9704,9705,45,Male,Canada,115340,40,20,42.05,4,6,0.4,0,Love the products and fast shipping.,2025-07-13
2744,2745,37,Female,UK,75048,11,18,36.05,7,12,0.43,0,Good quality and value for money.,2025-06-30
7253,7254,30,Female,South Africa,35347,1,14,31.09,5,22,0.22,0,Love the products and fast shipping.,2025-07-26
3506,3507,40,Male,France,43133,85,20,48.16,4,15,0.95,0,Love the products and fast shipping.,2025-09-16
1679,1680,54,Female,Germany,121711,80,22,67.56,3,17,0.25,0,Very satisfied with my purchase.,2025-07-06
4249,4250,38,Male,USA,110219,52,38,51.36,14,17,0.37,0,Excellent customer service.,2025-05-18
3147,3148,18,Female,USA,145972,17,8,51.57,0,20,0.78,0,Good quality and value for money.,2025-09-14
8130,8131,28,Female,USA,46380,80,14,42.14,1,25,0.64,0,Good quality and value for money.,2025-08-14
7004,7005,57,Female,India,65458,98,16,54.12,2,9,0.34,0,The website is easy to use.,2025-08-17
580,581,18,Female,UK,44763,2,2,32.7,0,4,0.15,0,Excellent customer service.,2025-09-30
4070,4071,54,Female,Germany,58080,13,12,42.56,3,20,0.84,1,"Poor quality, item broke after a week.",2024-09-12
3343,3344,36,Male,India,45948,21,20,42.95,8,14,0.2,1,"Poor quality, item broke after a week.",2024-03-10
7404,7405,20,Male,Brazil,56809,90,14,46.63,1,24,0.23,0,The website is easy to use.,2025-08-07
3672,3673,32,Male,India,36541,57,28,34.89,9,4,0.59,0,Good quality and value for money.,2025-10-04
559,560,32,Female,Germany,92291,19,20,51.46,7,30,0.75,0,Love the products and fast shipping.,2025-06-28
5237,5238,50,Male,India,31813,17,22,22.39,10,4,0.28,1,I will not be shopping here again.,2024-06-19
7805,7806,51,Male,India,25878,86,24,41.07,7,27,0.95,0,"Great experience, will shop again!",2025-09-13
512,513,28,Male,Canada,145551,34,18,54.78,4,12,0.85,0,Good quality and value for money.,2025-06-28
1081,1082,63,Female,India,74325,76,11,53.55,0,5,0.9,0,Very satisfied with my purchase.,2025-05-17
1664,1665,38,Male,Germany,98848,53,40,40.43,15,7,0.83,0,Excellent customer service.,2025-08-27
9204,9205,39,Male,South Africa,29602,61,15,37.04,3,11,0.86,1,The product did not match the description.,2025-03-16
1931,1932,19,Male,Australia,86934,41,11,48.41,1,28,0.37,0,Good quality and value for money.,2025-05-19
9666,9667,37,Female,Canada,132725,8,16,55.63,3,15,0.79,0,Love the products and fast shipping.,2025-08-05
1150,1151,56,Male,Germany,67021,5,20,28.35,7,2,0.88,1,"Poor quality, item broke after a week.",2024-09-02
2838,2839,41,Female,South Africa,65908,79,28,45.84,8,4,0.19,0,Love the products and fast shipping.,2025-10-10
5949,5950,61,Female,Canada,115113,3,11,33.9,2,28,0.65,0,Very satisfied with my purchase.,2025-07-14
8308,8309,68,Male,USA,89614,26,20,50.36,7,23,0.55,0,Love the products and fast shipping.,2025-09-29
8932,8933,36,Female,France,68993,43,21,37.99,6,14,0.5,0,"Great experience, will shop again!",2025-06-24
9788,9789,23,Female,Australia,84157,84,20,57.54,4,12,0.09,0,"Great experience, will shop again!",2025-05-09
5177,5178,44,Female,USA,102193,72,32,57.17,9,3,0.32,0,"Great experience, will shop again!",2025-06-03
830,831,24,Male,India,20905,55,13,29.52,3,24,0.27,0,"Great experience, will shop again!",2025-05-10
8311,8312,58,Female,UK,86462,35,11,49.11,1,8,0.7,0,The website is easy to use.,2025-09-25
4752,4753,35,Female,UK,81725,74,23,56.22,6,12,0.06,0,Very satisfied with my purchase.,2025-09-24
9850,9851,45,Male,India,21359,96,24,46.63,7,4,0.16,0,Love the products and fast shipping.,2025-06-13
635,636,55,Male,South Africa,35191,56,36,37.78,14,7,0.78,0,Very satisfied with my purchase.,2025-06-18
4465,4466,43,Male,UK,101892,71,21,54.32,4,21,0.21,0,Very satisfied with my purchase.,2025-09-23
6799,6800,60,Male,Australia,156988,28,22,55.01,5,23,0.39,0,Love the products and fast shipping.,2025-08-29
7987,7988,63,Male,Brazil,77182,68,14,39.37,1,2,0.72,0,Love the products and fast shipping.,2025-09-17
7079,7080,32,Male,Canada,96252,97,23,55.6,5,14,0.39,0,Excellent customer service.,2025-06-04
6966,6967,22,Male,India,25553,59,13,32.91,3,24,0.13,0,Love the products and fast shipping.,2025-06-29
4142,4143,45,Male,UK,87232,11,11,35.1,3,18,0.93,1,Shipping was too slow.,2024-04-25
7027,7028,37,Male,Japan,79516,51,13,38.45,2,24,0.57,0,"Great experience, will shop again!",2025-08-09
9183,9184,57,Female,India,77530,97,19,52.39,3,20,0.35,0,Very satisfied with my purchase.,2025-10-13
876,877,68,Male,Brazil,92431,69,39,55.12,14,17,0.98,1,"Poor quality, item broke after a week.",2024-09-09
4869,4870,22,Female,Canada,137127,28,16,50.64,3,27,0.45,0,Good quality and value for money.,2025-07-13
5315,5316,37,Female,Australia,146197,57,13,54.78,0,17,0.1,0,Excellent customer service.,2025-08-26
5222,5223,54,Female,Australia,153490,20,26,60.06,7,7,0.28,0,Very satisfied with my purchase.,2025-09-05
4,5,69,Female,UK,110678,40,38,59.64,13,16,0.49,0,Excellent customer service.,2025-06-21
3051,3052,25,Female,Japan,135461,39,16,64.02,3,22,0.8,0,Very satisfied with my purchase.,2025-10-12
5691,5692,35,Female,South Africa,53499,16,8,34.51,2,5,0.33,0,Love the products and fast shipping.,2025-06-28
3124,3125,63,Male,USA,125049,24,29,41.24,10,2,0.01,0,Good quality and value for money.,2025-08-27
2491,2492,44,Male,India,77537,46,9,43.24,1,25,0.71,0,Love the products and fast shipping.,2025-07-30
3854,3855,24,Male,India,31580,61,18,39.52,4,13,0.57,0,Very satisfied with my purchase.,2025-09-08
4777,4778,45,Male,Germany,47969,87,13,45.95,1,16,0.79,0,Love the products and fast shipping.,2025-05-14
7509,7510,30,Male,India,55338,14,25,26.96,11,3,0.67,0,Love the products and fast shipping.,2025-09-05
6457,6458,44,Male,France,52062,83,25,51.6,6,1,0.22,0,Very satisfied with my purchase.,2025-07-14
6293,6294,19,Male,Japan,77933,65,9,42.11,0,18,0.14,0,"Great experience, will shop again!",2025-08-10
1148,1149,65,Female,USA,109050,61,31,51.34,10,24,0.92,0,Good quality and value for money.,2025-07-28
574,575,23,Male,France,49246,66,14,47.53,3,12,0.64,0,Love the products and fast shipping.,2025-08-17
3769,3770,48,Male,USA,141933,88,39,69.18,11,14,0.0,0,Love the products and fast shipping.,2025-06-21
4146,4147,64,Female,Canada,138798,94,17,74.28,0,25,0.39,0,Very satisfied with my purchase.,2025-08-12
853,854,40,Male,India,41261,3,27,21.64,12,7,0.09,0,Love the products and fast shipping.,2025-08-26
5919,5920,48,Male,India,28790,8,9,34.73,4,25,0.27,0,Very satisfied with my purchase.,2025-07-26
9358,9359,70,Male,Japan,138168,18,11,53.85,1,22,0.42,0,Love the products and fast shipping.,2025-10-21
6614,6615,50,Female,Canada,82916,91,24,50.86,5,10,0.46,0,Excellent customer service.,2025-10-15
6002,6003,45,Female,South Africa,34330,48,20,32.32,6,22,0.4,0,Love the products and fast shipping.,2025-07-08
9163,9164,65,Male,USA,81302,32,19,42.56,6,2,0.13,0,Love the products and fast shipping.,2025-06-19
4495,4496,49,Female,USA,171636,57,33,58.27,9,4,0.65,0,The website is easy to use.,2025-05-14
8173,8174,45,Female,Brazil,49415,42,17,35.25,5,8,0.08,0,Love the products and fast shipping.,2025-09-09
6655,6656,69,Male,Germany,50870,98,39,48.64,12,28,0.7,0,Love the products and fast shipping.,2025-06-23
2368,2369,29,Male,Australia,63911,96,35,48.26,11,16,0.76,0,The website is easy to use.,2025-08-05
4780,4781,22,Male,India,41748,94,19,52.17,3,12,0.9,0,The website is easy to use.,2025-10-05
7992,7993,22,Male,UK,102194,90,14,59.33,0,29,0.39,0,Excellent customer service.,2025-10-15
2950,2951,69,Female,India,39326,93,19,53.03,3,7,0.83,0,Love the products and fast shipping.,2025-08-17
5625,5626,68,Female,USA,111439,67,28,46.23,8,2,0.04,0,Love the products and fast shipping.,2025-06-12
6971,6972,69,Female,USA,96324,73,42,44.73,14,13,0.52,0,The website is easy to use.,2025-10-10
8716,8717,22,Male,Canada,122877,13,9,42.31,1,10,0.83,0,Excellent customer service.,2025-08-10
1841,1842,24,Female,Brazil,43025,72,20,40.33,5,4,0.66,0,Very satisfied with my purchase.,2025-10-12
5986,5987,47,Male,Australia,153140,56,26,55.26,7,15,0.62,0,The website is easy to use.,2025-06-07
537,538,29,Male,India,58677,66,32,46.51,11,6,0.81,0,"Great experience, will shop again!",2025-06-13
2806,2807,62,Female,UK,110684,8,34,45.48,14,4,0.62,0,Excellent customer service.,2025-05-23
5801,5802,50,Female,France,77851,3,15,27.99,6,29,0.28,0,The website is easy to use.,2025-09-16
5596,5597,36,Male,UK,90059,38,37,50.98,15,22,0.32,0,Excellent customer service.,2025-07-05
7206,7207,21,Female,Germany,109981,57,19,54.02,3,5,0.63,0,Very satisfied with my purchase.,2025-06-20
7343,7344,67,Male,France,29697,57,34,39.64,13,20,0.92,0,Very satisfied with my purchase.,2025-06-12
7560,7561,21,Female,USA,146341,67,14,53.27,0,6,0.5,0,Good quality and value for money.,2025-10-23
8096,8097,56,Male,UK,121023,17,17,44.05,4,2,0.32,0,Very satisfied with my purchase.,2025-06-05
784,785,53,Female,Australia,102441,36,19,42.57,5,14,0.46,1,The product did not match the description.,2023-11-10
1409,1410,19,Female,Germany,146837,2,8,58.23,0,3,0.46,1,I will not be shopping here again.,2025-03-30
154,155,37,Male,USA,123418,94,34,62.77,8,26,0.79,0,Very satisfied with my purchase.,2025-09-05
7806,7807,35,Female,Germany,132334,31,36,58.69,12,23,0.37,0,Excellent customer service.,2025-07-21
3009,3010,70,Male,Brazil,41383,31,8,32.69,1,7,0.96,0,Very satisfied with my purchase.,2025-08-15
1686,1687,24,Female,Brazil,78739,37,13,48.23,3,8,0.01,0,"Great experience, will shop again!",2025-06-16
4014,4015,63,Female,USA,124797,94,20,66.97,2,6,0.47,0,The website is easy to use.,2025-08-21
7455,7456,43,Male,USA,73787,85,32,58.87,9,22,0.81,0,Love the products and fast shipping.,2025-07-09
3863,3864,66,Female,UK,148670,56,17,52.17,2,19,0.44,0,Love the products and fast shipping.,2025-08-23
2733,2734,24,Male,Brazil,68496,73,23,42.64,5,28,0.75,0,Love the products and fast shipping.,2025-10-23
1895,1896,62,Female,India,60108,90,22,55.4,5,15,0.7,0,Good quality and value for money.,2025-08-01
5442,5443,23,Male,Brazil,72846,14,10,45.57,3,11,0.22,0,Love the products and fast shipping.,2025-05-20
569,570,39,Male,Germany,85701,3,34,28.42,14,23,0.4,1,Shipping was too slow.,2023-11-05
